gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	ADAMDEC1 FLC	Activated T	Arterial EC	B cell	BEST4 enterocyte	CD8 T cell	F3 FLC	FCER2 B cell	Glial cell	Goblet cell	IL2RG	IgA plasma cell	IgG plasma cell	Inflammatory FLC	LAMP3+ DC	Macrophage	Monocyte	Paneth cell	TA	Tfh	Treg	Tuft	Venous EC	activated B cell	cDC1	cDC2	crypt	cycling B cell	cycling myeloid	cycling plasma	early enterocyte	enterocyte	enteroendocrine	gd T cell	lymphatic EC	mast cells	memory B cell	myofibroblast	naïve CD4 T	pDC	pericyte
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS098425155	0.203	0.145	0.043	0.046	0.115	0.313	0.27	0.119	0.325	0.117	0.146	0.08	0.079	0.238	0.102	0.578	0.248	0.065	0.094	0.03	0.144	0.171	0.159	0.122	0.208	0.205	0.099	0.206	0.238	0.086	0.075	0.148	0.103	0.104	0.121	0.0	0.201	0.3	0.1	1.162	0.178
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SS08083B141	0.028	0.0	0.0	0.0	0.0	0.0	0.382	0.004	0.11	0.006	0.06	0.004	0.002	0.09	0.0	0.0	0.02	0.0	0.01	0.0	0.0	0.0	0.033	0.031	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.001	0.0	0.0	1.539	0.0	0.0	0.181	0.006	0.0	0.191
SEMA3F	Q13275	False	SEM3F_HUMAN		CPI-SS0F15C1AB3	0.006	0.0	0.723	0.0	0.042	0.025	0.091	0.0	0.0	0.07	0.034	0.011	0.006	0.012	0.0	0.015	0.0	0.104	0.069	0.0	0.0	0.081	0.751	0.0	0.0	0.0	0.039	0.0	0.0	0.027	0.071	0.094	0.047	0.0	0.011	0.0	0.0	0.004	0.0	0.0	0.05
SEMA3C	Q99985	False	SEM3C_HUMAN		CPI-SS0241A1F57	0.016	0.0	0.0	0.0	0.184	0.0	0.0	0.009	1.262	0.072	0.401	0.003	0.003	0.099	0.11	0.05	0.051	0.061	0.159	0.0	0.019	0.144	0.005	0.0	0.0	0.017	0.311	0.0	0.057	0.0	0.107	0.085	0.039	0.0	0.016	0.0	0.012	0.25	0.002	0.074	0.0
KIR3DL1	P43629	False	KI3L1_HUMAN		CPI-SS0CBAA9BCC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIR3DL1	P43629	False	KI3L1_HUMAN		CPI-SS048242083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VSIR	Q9H7M9	False	GI24_HUMAN		CPI-SS0A42A3690	0.432	0.555	1.613	0.04	0.916	0.461	0.565	0.19	0.556	0.255	0.341	0.338	0.623	0.323	0.961	1.936	1.82	0.157	0.118	0.774	0.546	0.976	0.752	0.478	0.922	2.155	0.157	0.019	1.198	0.584	0.517	0.97	0.308	0.233	0.643	0.555	0.245	0.352	0.505	0.407	0.692
VSIR	Q9H7M9	False	GI24_HUMAN		CPI-SS03FA58286	0.432	0.555	1.613	0.04	0.916	0.461	0.565	0.19	0.556	0.255	0.341	0.338	0.623	0.323	0.961	1.936	1.82	0.157	0.118	0.774	0.546	0.976	0.752	0.478	0.922	2.155	0.157	0.019	1.198	0.584	0.517	0.97	0.308	0.233	0.643	0.555	0.245	0.352	0.505	0.407	0.692
KIR3DL2	P43630	False	KI3L2_HUMAN		CPI-SS0BDD10277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIR3DL2	P43630	False	KI3L2_HUMAN		CPI-SS0987A89AE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0A76A8E97	0.007	0.0	0.0	0.0	0.032	0.022	0.013	0.0	0.0	0.004	0.0	0.008	0.005	0.002	0.477	0.934	1.846	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.647	0.009	0.0	0.363	0.0	0.014	0.006	0.0	0.0	0.022	0.0	0.016	0.0	0.007	0.069	0.0
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0EAB03260	0.007	0.0	0.0	0.0	0.032	0.022	0.013	0.0	0.0	0.004	0.0	0.008	0.005	0.002	0.477	0.934	1.846	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.647	0.009	0.0	0.363	0.0	0.014	0.006	0.0	0.0	0.022	0.0	0.016	0.0	0.007	0.069	0.0
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0DBA81CCF	0.007	0.0	0.0	0.0	0.032	0.022	0.013	0.0	0.0	0.004	0.0	0.008	0.005	0.002	0.477	0.934	1.846	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.647	0.009	0.0	0.363	0.0	0.014	0.006	0.0	0.0	0.022	0.0	0.016	0.0	0.007	0.069	0.0
LILRB1	Q8NHL6	False	LIRB1_HUMAN		CPI-SS00150FB64	0.007	0.021	0.051	0.443	0.021	0.025	0.012	0.335	0.0	0.008	0.0	0.124	0.149	0.009	0.0	0.706	1.515	0.003	0.008	0.049	0.0	0.0	0.02	0.171	0.0	0.82	0.008	0.364	0.345	0.116	0.0	0.001	0.003	0.109	0.006	0.092	0.369	0.0	0.084	0.6	0.031
LILRB1	Q8NHL6	False	LIRB1_HUMAN		CPI-SS05CE87F88	0.007	0.021	0.051	0.443	0.021	0.025	0.012	0.335	0.0	0.008	0.0	0.124	0.149	0.009	0.0	0.706	1.515	0.003	0.008	0.049	0.0	0.0	0.02	0.171	0.0	0.82	0.008	0.364	0.345	0.116	0.0	0.001	0.003	0.109	0.006	0.092	0.369	0.0	0.084	0.6	0.031
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0D1D95883	0.003	0.251	0.0	0.0	0.007	0.135	0.0	0.0	0.193	0.0	0.0	0.001	0.005	0.004	0.0	0.102	0.231	0.0	0.0	0.0	0.206	0.0	0.004	0.046	0.0	0.159	0.001	0.0	0.076	0.0	0.0	0.008	0.0	0.032	0.012	0.0	0.03	0.0	0.014	0.0	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0C090A257	0.003	0.251	0.0	0.0	0.007	0.135	0.0	0.0	0.193	0.0	0.0	0.001	0.005	0.004	0.0	0.102	0.231	0.0	0.0	0.0	0.206	0.0	0.004	0.046	0.0	0.159	0.001	0.0	0.076	0.0	0.0	0.008	0.0	0.032	0.012	0.0	0.03	0.0	0.014	0.0	0.0
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0B01D306C	0.003	0.251	0.0	0.0	0.007	0.135	0.0	0.0	0.193	0.0	0.0	0.001	0.005	0.004	0.0	0.102	0.231	0.0	0.0	0.0	0.206	0.0	0.004	0.046	0.0	0.159	0.001	0.0	0.076	0.0	0.0	0.008	0.0	0.032	0.012	0.0	0.03	0.0	0.014	0.0	0.0
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS0795802F6	0.034	0.074	0.056	0.148	0.258	0.069	0.03	0.048	0.0	0.279	0.292	0.104	0.11	0.108	0.085	0.0	0.07	0.124	0.458	0.042	0.172	0.0	0.217	0.146	0.115	0.053	0.325	0.193	0.251	0.109	0.149	0.083	0.647	0.049	0.469	0.0	0.05	0.1	0.084	0.174	0.081
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS03105D292	0.034	0.074	0.056	0.148	0.258	0.069	0.03	0.048	0.0	0.279	0.292	0.104	0.11	0.108	0.085	0.0	0.07	0.124	0.458	0.042	0.172	0.0	0.217	0.146	0.115	0.053	0.325	0.193	0.251	0.109	0.149	0.083	0.647	0.049	0.469	0.0	0.05	0.1	0.084	0.174	0.081
CNR2	P34972	False	CNR2_HUMAN		CPI-SS05BA6D9C3	0.005	0.007	0.01	0.262	0.031	0.0	0.0	0.279	0.0	0.004	0.0	0.001	0.002	0.008	0.011	0.0	0.011	0.0	0.008	0.0	0.0	0.0	0.004	0.102	0.086	0.028	0.005	0.189	0.0	0.0	0.0	0.009	0.026	0.053	0.031	0.0	0.348	0.0	0.059	0.0	0.017
GPRC5D	Q9NZD1	False	GPC5D_HUMAN		CPI-SS008F83E02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IDE	P14735	False	IDE_HUMAN		CPI-SS0A3569604	0.052	0.072	0.121	0.306	0.134	0.055	0.043	0.037	0.161	0.102	0.13	0.091	0.094	0.123	0.0	0.07	0.068	0.093	0.156	0.074	0.171	0.0	0.151	0.083	0.134	0.103	0.117	0.131	0.167	0.237	0.104	0.112	0.074	0.093	0.042	0.0	0.055	0.02	0.046	0.142	0.068
IDE	P14735	False	IDE_HUMAN		CPI-SS076D8415B	0.052	0.072	0.121	0.306	0.134	0.055	0.043	0.037	0.161	0.102	0.13	0.091	0.094	0.123	0.0	0.07	0.068	0.093	0.156	0.074	0.171	0.0	0.151	0.083	0.134	0.103	0.117	0.131	0.167	0.237	0.104	0.112	0.074	0.093	0.042	0.0	0.055	0.02	0.046	0.142	0.068
IDE	P14735	False	IDE_HUMAN		CPI-SS01A29DD97	0.052	0.072	0.121	0.306	0.134	0.055	0.043	0.037	0.161	0.102	0.13	0.091	0.094	0.123	0.0	0.07	0.068	0.093	0.156	0.074	0.171	0.0	0.151	0.083	0.134	0.103	0.117	0.131	0.167	0.237	0.104	0.112	0.074	0.093	0.042	0.0	0.055	0.02	0.046	0.142	0.068
IDE	P14735	False	IDE_HUMAN		CPI-SS0FC2B68F1	0.052	0.072	0.121	0.306	0.134	0.055	0.043	0.037	0.161	0.102	0.13	0.091	0.094	0.123	0.0	0.07	0.068	0.093	0.156	0.074	0.171	0.0	0.151	0.083	0.134	0.103	0.117	0.131	0.167	0.237	0.104	0.112	0.074	0.093	0.042	0.0	0.055	0.02	0.046	0.142	0.068
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0579FA162	0.149	0.028	0.405	0.028	0.151	0.0	0.149	0.052	0.193	0.209	0.083	0.013	0.004	0.333	0.301	0.059	0.033	0.094	0.217	0.05	0.044	0.703	0.346	0.02	0.072	0.038	0.194	0.005	0.0	0.0	0.067	0.067	0.301	0.04	0.282	0.0	0.003	0.264	0.109	0.0	0.3
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0E41702C1	0.149	0.028	0.405	0.028	0.151	0.0	0.149	0.052	0.193	0.209	0.083	0.013	0.004	0.333	0.301	0.059	0.033	0.094	0.217	0.05	0.044	0.703	0.346	0.02	0.072	0.038	0.194	0.005	0.0	0.0	0.067	0.067	0.301	0.04	0.282	0.0	0.003	0.264	0.109	0.0	0.3
IGF2R	P11717	False	MPRI_HUMAN		CPI-SS042A6F835	0.284	0.381	0.522	0.082	0.477	0.338	0.299	0.182	0.0	0.314	0.409	0.064	0.084	0.43	0.116	0.421	0.814	0.037	0.21	0.133	0.546	0.0	0.456	0.071	0.595	0.169	0.202	0.134	0.184	0.196	0.255	0.347	0.422	0.157	0.207	0.0	0.12	0.26	0.163	0.475	0.37
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS0BA601DC4	0.004	0.266	0.05	0.0	0.0	0.0	0.0	0.005	0.0	0.017	0.006	0.001	0.0	0.004	0.0	0.0	0.002	0.0	0.004	0.0	0.0	0.144	0.0	0.0	0.0	0.0	0.013	0.013	0.0	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.005	0.0	0.007
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS093E05DD4	0.004	0.266	0.05	0.0	0.0	0.0	0.0	0.005	0.0	0.017	0.006	0.001	0.0	0.004	0.0	0.0	0.002	0.0	0.004	0.0	0.0	0.144	0.0	0.0	0.0	0.0	0.013	0.013	0.0	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.005	0.0	0.007
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS088C1035B	0.004	0.266	0.05	0.0	0.0	0.0	0.0	0.005	0.0	0.017	0.006	0.001	0.0	0.004	0.0	0.0	0.002	0.0	0.004	0.0	0.0	0.144	0.0	0.0	0.0	0.0	0.013	0.013	0.0	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.005	0.0	0.007
SORT1	Q99523	False	SORT_HUMAN		CPI-SS09A36B221	0.028	0.0	0.31	0.0	0.62	0.042	0.222	0.024	0.516	0.503	0.63	0.038	0.01	0.058	0.0	0.14	0.125	0.175	0.397	0.0	0.0	0.144	0.106	0.016	0.052	0.134	0.293	0.005	0.153	0.021	0.417	0.609	0.541	0.026	0.031	0.0	0.009	0.425	0.003	0.191	0.304
SORT1	Q99523	False	SORT_HUMAN		CPI-SS07CCAD9BF	0.028	0.0	0.31	0.0	0.62	0.042	0.222	0.024	0.516	0.503	0.63	0.038	0.01	0.058	0.0	0.14	0.125	0.175	0.397	0.0	0.0	0.144	0.106	0.016	0.052	0.134	0.293	0.005	0.153	0.021	0.417	0.609	0.541	0.026	0.031	0.0	0.009	0.425	0.003	0.191	0.304
SORT1	Q99523	False	SORT_HUMAN		CPI-SS04F3A1E5C	0.028	0.0	0.31	0.0	0.62	0.042	0.222	0.024	0.516	0.503	0.63	0.038	0.01	0.058	0.0	0.14	0.125	0.175	0.397	0.0	0.0	0.144	0.106	0.016	0.052	0.134	0.293	0.005	0.153	0.021	0.417	0.609	0.541	0.026	0.031	0.0	0.009	0.425	0.003	0.191	0.304
F11R	Q9Y624	False	JAM1_HUMAN		CPI-SS03F0B666C	0.143	0.006	0.677	0.009	0.653	0.235	0.016	0.034	0.0	0.858	1.393	0.048	0.046	0.042	0.561	0.222	0.19	0.189	0.516	0.083	0.018	1.202	0.527	0.042	0.315	0.157	0.424	0.019	0.28	0.09	0.546	0.793	0.542	0.173	0.48	0.482	0.022	0.004	0.055	0.177	0.013
CD200R1	Q8TD46	False	MO2R1_HUMAN		CPI-SS0A9E884E0	0.004	0.306	0.006	0.099	0.0	0.045	0.0	0.009	0.0	0.006	0.0	0.005	0.021	0.003	0.0	0.17	0.01	0.0	0.001	0.0	0.03	0.0	0.002	0.03	0.152	0.082	0.005	0.015	0.079	0.034	0.022	0.001	0.0	0.016	0.0	1.383	0.069	0.0	0.058	0.0	0.0
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS0E292C126	0.2	2.363	0.311	2.536	0.091	3.124	0.327	2.588	0.739	0.114	0.092	0.146	0.186	0.256	0.416	0.279	0.308	0.238	0.144	2.593	2.167	0.162	0.21	0.69	0.21	0.454	0.134	2.871	0.221	0.475	0.063	0.038	0.139	2.047	0.357	0.559	1.611	0.207	2.758	1.007	0.264
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS02A0FF87F	0.2	2.363	0.311	2.536	0.091	3.124	0.327	2.588	0.739	0.114	0.092	0.146	0.186	0.256	0.416	0.279	0.308	0.238	0.144	2.593	2.167	0.162	0.21	0.69	0.21	0.454	0.134	2.871	0.221	0.475	0.063	0.038	0.139	2.047	0.357	0.559	1.611	0.207	2.758	1.007	0.264
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0F8EFEECF	0.183	0.061	0.337	0.085	0.218	0.0	0.277	0.035	1.552	0.326	0.307	0.027	0.032	0.171	0.027	0.111	0.041	0.173	0.361	0.048	0.045	0.507	0.311	0.044	0.0	0.035	0.319	0.044	0.093	0.096	0.179	0.196	0.219	0.086	0.13	0.0	0.057	0.353	0.051	0.0	0.398
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0BD9F32BA	0.183	0.061	0.337	0.085	0.218	0.0	0.277	0.035	1.552	0.326	0.307	0.027	0.032	0.171	0.027	0.111	0.041	0.173	0.361	0.048	0.045	0.507	0.311	0.044	0.0	0.035	0.319	0.044	0.093	0.096	0.179	0.196	0.219	0.086	0.13	0.0	0.057	0.353	0.051	0.0	0.398
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS02EBC1BB0	0.12	0.159	0.727	0.017	0.056	0.113	0.107	0.133	0.177	0.085	0.04	0.016	0.019	0.082	0.064	0.275	0.198	0.043	0.278	0.25	0.155	0.288	0.394	0.051	0.069	0.044	0.188	0.081	0.14	0.049	0.055	0.025	0.17	0.116	0.433	0.0	0.072	0.132	0.12	0.143	0.273
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS04A5D6B6F	0.12	0.159	0.727	0.017	0.056	0.113	0.107	0.133	0.177	0.085	0.04	0.016	0.019	0.082	0.064	0.275	0.198	0.043	0.278	0.25	0.155	0.288	0.394	0.051	0.069	0.044	0.188	0.081	0.14	0.049	0.055	0.025	0.17	0.116	0.433	0.0	0.072	0.132	0.12	0.143	0.273
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0B81F1BF5	0.192	0.033	0.433	0.0	0.069	0.0	0.231	0.0	0.178	0.029	0.006	0.006	0.012	0.227	0.0	0.187	0.055	0.023	0.042	0.0	0.0	0.0	0.25	0.0	0.02	0.114	0.037	0.0	0.032	0.014	0.016	0.003	0.019	0.012	0.377	0.0	0.006	0.345	0.029	0.0	0.444
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0AB21032D	0.192	0.033	0.433	0.0	0.069	0.0	0.231	0.0	0.178	0.029	0.006	0.006	0.012	0.227	0.0	0.187	0.055	0.023	0.042	0.0	0.0	0.0	0.25	0.0	0.02	0.114	0.037	0.0	0.032	0.014	0.016	0.003	0.019	0.012	0.377	0.0	0.006	0.345	0.029	0.0	0.444
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS09C917D22	0.004	0.005	0.229	0.0	0.0	0.0	0.0	0.005	0.0	0.001	0.025	0.004	0.001	0.003	0.0	0.023	0.0	0.0	0.003	0.0	0.0	0.0	0.179	0.0	0.0	0.008	0.001	0.0	0.0	0.0	0.0	0.002	0.0	0.0	1.886	0.0	0.0	0.0	0.014	0.0	0.0
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS0D883FFF1	0.004	0.005	0.229	0.0	0.0	0.0	0.0	0.005	0.0	0.001	0.025	0.004	0.001	0.003	0.0	0.023	0.0	0.0	0.003	0.0	0.0	0.0	0.179	0.0	0.0	0.008	0.001	0.0	0.0	0.0	0.0	0.002	0.0	0.0	1.886	0.0	0.0	0.0	0.014	0.0	0.0
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS03B8E2D7A	0.002	0.629	0.023	0.0	0.007	0.172	0.0	0.005	0.341	0.018	0.0	0.004	0.012	0.014	0.011	0.0	0.073	0.005	0.02	1.202	1.264	0.0	0.009	0.0	0.075	0.033	0.007	0.0	0.177	0.028	0.002	0.013	0.0	0.041	0.006	0.092	0.041	0.0	0.488	0.0	0.011
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS0E4B1484B	0.002	0.629	0.023	0.0	0.007	0.172	0.0	0.005	0.341	0.018	0.0	0.004	0.012	0.014	0.011	0.0	0.073	0.005	0.02	1.202	1.264	0.0	0.009	0.0	0.075	0.033	0.007	0.0	0.177	0.028	0.002	0.013	0.0	0.041	0.006	0.092	0.041	0.0	0.488	0.0	0.011
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS04B4619D0	1.987	0.378	1.486	0.083	1.521	0.55	1.543	0.048	2.035	0.722	2.906	0.071	0.049	1.387	0.322	1.529	0.934	0.113	0.354	0.282	0.236	0.514	1.786	0.06	0.161	0.972	0.424	0.037	0.59	0.019	1.135	2.433	0.872	0.463	1.402	0.214	0.052	1.622	0.215	0.177	1.817
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS084BE3E4B	1.987	0.378	1.486	0.083	1.521	0.55	1.543	0.048	2.035	0.722	2.906	0.071	0.049	1.387	0.322	1.529	0.934	0.113	0.354	0.282	0.236	0.514	1.786	0.06	0.161	0.972	0.424	0.037	0.59	0.019	1.135	2.433	0.872	0.463	1.402	0.214	0.052	1.622	0.215	0.177	1.817
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0F9B3B259	1.987	0.378	1.486	0.083	1.521	0.55	1.543	0.048	2.035	0.722	2.906	0.071	0.049	1.387	0.322	1.529	0.934	0.113	0.354	0.282	0.236	0.514	1.786	0.06	0.161	0.972	0.424	0.037	0.59	0.019	1.135	2.433	0.872	0.463	1.402	0.214	0.052	1.622	0.215	0.177	1.817
FAS	P25445	False	TNR6_HUMAN		CPI-SS08B7D54A3	0.324	0.282	0.067	0.217	0.055	0.158	0.123	0.084	0.0	0.094	0.191	0.049	0.037	0.233	0.661	0.028	0.111	0.007	0.144	0.343	0.795	0.0	0.032	0.101	0.0	0.061	0.134	0.28	0.374	0.049	0.089	0.09	0.013	0.129	0.039	0.0	0.17	0.146	0.115	0.0	0.292
FAS	P25445	False	TNR6_HUMAN		CPI-SS0A83A7E30	0.324	0.282	0.067	0.217	0.055	0.158	0.123	0.084	0.0	0.094	0.191	0.049	0.037	0.233	0.661	0.028	0.111	0.007	0.144	0.343	0.795	0.0	0.032	0.101	0.0	0.061	0.134	0.28	0.374	0.049	0.089	0.09	0.013	0.129	0.039	0.0	0.17	0.146	0.115	0.0	0.292
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0E7D5974D	0.208	0.705	0.659	0.028	0.137	0.286	0.056	0.094	0.223	0.063	0.353	0.015	0.022	0.285	2.389	1.196	1.968	0.09	0.094	0.492	3.893	0.0	0.438	0.126	0.101	0.768	0.097	0.009	0.707	0.154	0.155	0.239	0.032	0.417	0.042	0.092	0.263	0.099	0.37	1.152	0.282
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS07D9A48A2	0.208	0.705	0.659	0.028	0.137	0.286	0.056	0.094	0.223	0.063	0.353	0.015	0.022	0.285	2.389	1.196	1.968	0.09	0.094	0.492	3.893	0.0	0.438	0.126	0.101	0.768	0.097	0.009	0.707	0.154	0.155	0.239	0.032	0.417	0.042	0.092	0.263	0.099	0.37	1.152	0.282
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS048A2311A	0.102	0.03	0.167	0.129	0.128	0.103	0.043	0.035	0.0	0.189	0.205	0.046	0.042	0.076	0.077	0.069	0.066	0.112	0.093	0.079	0.075	0.171	0.136	0.0	0.17	0.098	0.057	0.131	0.109	0.057	0.162	0.191	0.143	0.015	0.095	0.0	0.101	0.227	0.055	0.441	0.184
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0D5C54214	0.102	0.03	0.167	0.129	0.128	0.103	0.043	0.035	0.0	0.189	0.205	0.046	0.042	0.076	0.077	0.069	0.066	0.112	0.093	0.079	0.075	0.171	0.136	0.0	0.17	0.098	0.057	0.131	0.109	0.057	0.162	0.191	0.143	0.015	0.095	0.0	0.101	0.227	0.055	0.441	0.184
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0DEDA3567	0.102	0.03	0.167	0.129	0.128	0.103	0.043	0.035	0.0	0.189	0.205	0.046	0.042	0.076	0.077	0.069	0.066	0.112	0.093	0.079	0.075	0.171	0.136	0.0	0.17	0.098	0.057	0.131	0.109	0.057	0.162	0.191	0.143	0.015	0.095	0.0	0.101	0.227	0.055	0.441	0.184
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS0FBC9234C	1.001	0.019	0.014	0.395	0.0	0.0	0.612	0.008	0.441	0.029	0.0	0.44	0.153	0.588	0.0	0.0	0.001	0.004	0.007	0.0	0.025	0.0	0.002	0.113	0.0	0.0	0.016	0.204	0.052	0.022	0.035	0.011	0.042	0.0	0.041	0.0	0.062	0.58	0.023	3.448	0.561
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS00F4DDF4B	1.001	0.019	0.014	0.395	0.0	0.0	0.612	0.008	0.441	0.029	0.0	0.44	0.153	0.588	0.0	0.0	0.001	0.004	0.007	0.0	0.025	0.0	0.002	0.113	0.0	0.0	0.016	0.204	0.052	0.022	0.035	0.011	0.042	0.0	0.041	0.0	0.062	0.58	0.023	3.448	0.561
CELSR2	Q9HCU4	False	CELR2_HUMAN		CPI-SS034B442CE	0.006	0.037	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.014	0.0	0.002	0.002	0.003	0.0	0.013	0.0	0.009	0.027	0.03	0.0	0.418	0.002	0.0	0.0	0.0	0.015	0.0	0.0	0.017	0.003	0.002	0.057	0.0	0.0	0.0	0.009	0.0	0.007	0.0	0.021
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS003610FF9	5.81	0.11	0.171	0.212	0.054	0.06	0.089	0.153	0.0	0.08	0.109	0.058	0.151	20.899	21.731	0.11	0.558	0.077	0.082	0.319	0.16	0.171	0.123	0.315	0.441	0.447	0.082	0.078	0.191	0.1	0.073	0.054	0.241	0.106	0.191	0.2	0.185	0.147	0.245	0.137	10.047
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS056BE1011	5.81	0.11	0.171	0.212	0.054	0.06	0.089	0.153	0.0	0.08	0.109	0.058	0.151	20.899	21.731	0.11	0.558	0.077	0.082	0.319	0.16	0.171	0.123	0.315	0.441	0.447	0.082	0.078	0.191	0.1	0.073	0.054	0.241	0.106	0.191	0.2	0.185	0.147	0.245	0.137	10.047
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS098EFF959	5.81	0.11	0.171	0.212	0.054	0.06	0.089	0.153	0.0	0.08	0.109	0.058	0.151	20.899	21.731	0.11	0.558	0.077	0.082	0.319	0.16	0.171	0.123	0.315	0.441	0.447	0.082	0.078	0.191	0.1	0.073	0.054	0.241	0.106	0.191	0.2	0.185	0.147	0.245	0.137	10.047
CCL20	P78556	False	CCL20_HUMAN		CPI-SS0F8C664D9	0.022	1.669	0.01	0.023	0.723	0.085	0.022	0.015	0.0	0.172	7.483	0.008	0.016	0.118	0.0	0.019	1.022	0.222	0.127	0.031	1.788	0.0	0.031	0.014	0.062	0.424	0.145	0.019	0.097	0.042	0.287	0.222	0.042	0.223	0.031	0.0	0.026	0.013	0.146	0.0	0.0
CCL20	P78556	False	CCL20_HUMAN		CPI-SS07F015051	0.022	1.669	0.01	0.023	0.723	0.085	0.022	0.015	0.0	0.172	7.483	0.008	0.016	0.118	0.0	0.019	1.022	0.222	0.127	0.031	1.788	0.0	0.031	0.014	0.062	0.424	0.145	0.019	0.097	0.042	0.287	0.222	0.042	0.223	0.031	0.0	0.026	0.013	0.146	0.0	0.0
